original_path,archived_path,compatibility_score,raw_classification,classification,secret_risk,target_layer,target_stage,micro_pyramid_band,required_adaptation,estimated_effort,risk_level,recommended_action,blocked,block_reason
server/db.ts,archive/legacy-codebase/20260529-1150/source/server/db.ts,0.467,reference_only,reference_only,none,reference_only,reference_only,,rewrite implementation using concept only,low,P3,use as reference only,False,
server/middleware/rate-limiter.ts,archive/legacy-codebase/20260529-1150/source/server/middleware/rate-limiter.ts,0.467,reference_only,reference_only,none,reference_only,reference_only,,rewrite implementation using concept only,low,P3,use as reference only,False,
server/middleware/request-trace.ts,archive/legacy-codebase/20260529-1150/source/server/middleware/request-trace.ts,0.467,reference_only,reference_only,none,reference_only,reference_only,,rewrite implementation using concept only,low,P3,use as reference only,False,
server/replit_integrations/batch/utils.ts,archive/legacy-codebase/20260529-1150/source/server/replit_integrations/batch/utils.ts,0.467,reference_only,reference_only,none,reference_only,reference_only,,rewrite implementation using concept only,low,P3,use as reference only,False,
server/replit_integrations/chat/storage.ts,archive/legacy-codebase/20260529-1150/source/server/replit_integrations/chat/storage.ts,0.467,reference_only,reference_only,none,reference_only,reference_only,,rewrite implementation using concept only,low,P3,use as reference only,False,
server/replit_integrations/object_storage/objectAcl.ts,archive/legacy-codebase/20260529-1150/source/server/replit_integrations/object_storage/objectAcl.ts,0.467,reference_only,reference_only,none,reference_only,reference_only,,rewrite implementation using concept only,low,P3,use as reference only,False,
server/replit_integrations/object_storage/objectStorage.ts,archive/legacy-codebase/20260529-1150/source/server/replit_integrations/object_storage/objectStorage.ts,0.467,reference_only,reference_only,none,reference_only,reference_only,,rewrite implementation using concept only,low,P3,use as reference only,False,
server/seo/schemaTemplates.ts,archive/legacy-codebase/20260529-1150/source/server/seo/schemaTemplates.ts,0.467,adapt_candidate,reference_only,none,reference_only,reference_only,,wrapper or interface adaptation required,low,P3,adapt through wrapper or focused refactor,False,
server/services/activity-monitor-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/activity-monitor-service.ts,0.467,reference_only,reference_only,none,reference_only,reference_only,,rewrite implementation using concept only,low,P3,use as reference only,False,
server/services/anchor/heygen-adapter.ts,archive/legacy-codebase/20260529-1150/source/server/services/anchor/heygen-adapter.ts,0.467,adapt_candidate,reference_only,none,reference_only,reference_only,,wrapper or interface adaptation required,low,P3,adapt through wrapper or focused refactor,False,
server/services/anomaly-detector-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/anomaly-detector-service.ts,0.467,adapt_candidate,reference_only,none,reference_only,reference_only,,wrapper or interface adaptation required,low,P3,adapt through wrapper or focused refactor,False,
server/services/authority-flywheel-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/authority-flywheel-service.ts,0.467,adapt_candidate,reference_only,none,reference_only,reference_only,,wrapper or interface adaptation required,low,P3,adapt through wrapper or focused refactor,False,
server/services/authority-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/authority-service.ts,0.467,adapt_candidate,reference_only,none,reference_only,reference_only,,wrapper or interface adaptation required,low,P3,adapt through wrapper or focused refactor,False,
server/services/broll/adapters/paid-licensed.ts,archive/legacy-codebase/20260529-1150/source/server/services/broll/adapters/paid-licensed.ts,0.467,adapt_candidate,reference_only,none,reference_only,reference_only,,wrapper or interface adaptation required,low,P3,adapt through wrapper or focused refactor,False,
server/services/broll/adapters/pexels.ts,archive/legacy-codebase/20260529-1150/source/server/services/broll/adapters/pexels.ts,0.467,reference_only,reference_only,none,reference_only,reference_only,,rewrite implementation using concept only,low,P3,use as reference only,False,
server/services/broll/adapters/pixabay.ts,archive/legacy-codebase/20260529-1150/source/server/services/broll/adapters/pixabay.ts,0.467,reference_only,reference_only,none,reference_only,reference_only,,rewrite implementation using concept only,low,P3,use as reference only,False,
server/services/healthy-engagement-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/healthy-engagement-service.ts,0.467,adapt_candidate,reference_only,none,reference_only,reference_only,,wrapper or interface adaptation required,low,P3,adapt through wrapper or focused refactor,False,
server/services/labs-flywheel-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/labs-flywheel-service.ts,0.467,adapt_candidate,reference_only,none,reference_only,reference_only,,wrapper or interface adaptation required,low,P3,adapt through wrapper or focused refactor,False,
server/services/on-demand-dev-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/on-demand-dev-service.ts,0.467,adapt_candidate,reference_only,none,reference_only,reference_only,,wrapper or interface adaptation required,low,P3,adapt through wrapper or focused refactor,False,
server/services/pricing-engine-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/pricing-engine-service.ts,0.467,adapt_candidate,reference_only,none,reference_only,reference_only,,wrapper or interface adaptation required,low,P3,adapt through wrapper or focused refactor,False,
server/services/publisher-responsibility-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/publisher-responsibility-service.ts,0.467,adapt_candidate,reference_only,none,reference_only,reference_only,,wrapper or interface adaptation required,low,P3,adapt through wrapper or focused refactor,False,
server/services/stability-triangle-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/stability-triangle-service.ts,0.467,adapt_candidate,reference_only,none,reference_only,reference_only,,wrapper or interface adaptation required,low,P3,adapt through wrapper or focused refactor,False,
server/static.ts,archive/legacy-codebase/20260529-1150/source/server/static.ts,0.467,reference_only,reference_only,none,reference_only,reference_only,,rewrite implementation using concept only,low,P3,use as reference only,False,
server/vite.ts,archive/legacy-codebase/20260529-1150/source/server/vite.ts,0.467,reference_only,reference_only,none,reference_only,reference_only,,rewrite implementation using concept only,low,P3,use as reference only,False,
shared/audience-lexicons/ar.ts,archive/legacy-codebase/20260529-1150/source/shared/audience-lexicons/ar.ts,0.467,reference_only,reference_only,none,reference_only,reference_only,,rewrite implementation using concept only,low,P3,use as reference only,False,
shared/audience-lexicons/de.ts,archive/legacy-codebase/20260529-1150/source/shared/audience-lexicons/de.ts,0.467,reference_only,reference_only,none,reference_only,reference_only,,rewrite implementation using concept only,low,P3,use as reference only,False,
shared/audience-lexicons/en.ts,archive/legacy-codebase/20260529-1150/source/shared/audience-lexicons/en.ts,0.467,reference_only,reference_only,none,reference_only,reference_only,,rewrite implementation using concept only,low,P3,use as reference only,False,
shared/audience-lexicons/es.ts,archive/legacy-codebase/20260529-1150/source/shared/audience-lexicons/es.ts,0.467,reference_only,reference_only,none,reference_only,reference_only,,rewrite implementation using concept only,low,P3,use as reference only,False,
shared/audience-lexicons/fr.ts,archive/legacy-codebase/20260529-1150/source/shared/audience-lexicons/fr.ts,0.467,reference_only,reference_only,none,reference_only,reference_only,,rewrite implementation using concept only,low,P3,use as reference only,False,
shared/audience-lexicons/index.ts,archive/legacy-codebase/20260529-1150/source/shared/audience-lexicons/index.ts,0.467,reference_only,reference_only,none,reference_only,reference_only,,rewrite implementation using concept only,low,P3,use as reference only,False,
shared/audience-lexicons/pt.ts,archive/legacy-codebase/20260529-1150/source/shared/audience-lexicons/pt.ts,0.467,reference_only,reference_only,none,reference_only,reference_only,,rewrite implementation using concept only,low,P3,use as reference only,False,
shared/audience-lexicons/types.ts,archive/legacy-codebase/20260529-1150/source/shared/audience-lexicons/types.ts,0.467,reference_only,reference_only,none,reference_only,reference_only,,rewrite implementation using concept only,low,P3,use as reference only,False,
shared/audience-lexicons/zh.ts,archive/legacy-codebase/20260529-1150/source/shared/audience-lexicons/zh.ts,0.467,reference_only,reference_only,none,reference_only,reference_only,,rewrite implementation using concept only,low,P3,use as reference only,False,
shared/models/chat.ts,archive/legacy-codebase/20260529-1150/source/shared/models/chat.ts,0.467,reference_only,reference_only,none,reference_only,reference_only,,rewrite implementation using concept only,low,P3,use as reference only,False,
vite-plugin-meta-images.ts,archive/legacy-codebase/20260529-1150/source/vite-plugin-meta-images.ts,0.467,reference_only,reference_only,none,reference_only,reference_only,,rewrite implementation using concept only,low,P3,use as reference only,False,
client/src/components/dashboard/IntelligenceActivityFeed.tsx,archive/legacy-codebase/20260529-1150/source/client/src/components/dashboard/IntelligenceActivityFeed.tsx,0.467,reference_only,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,rewrite implementation using concept only,medium,P3,use as reference only,False,
client/src/components/dashboard/IntelligenceCivilizationMap.tsx,archive/legacy-codebase/20260529-1150/source/client/src/components/dashboard/IntelligenceCivilizationMap.tsx,0.467,reference_only,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,rewrite implementation using concept only,medium,P3,use as reference only,False,
client/src/components/dashboard/IntelligenceTimeline.tsx,archive/legacy-codebase/20260529-1150/source/client/src/components/dashboard/IntelligenceTimeline.tsx,0.467,reference_only,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,rewrite implementation using concept only,medium,P3,use as reference only,False,
client/src/components/dashboard/OverviewCards.tsx,archive/legacy-codebase/20260529-1150/source/client/src/components/dashboard/OverviewCards.tsx,0.467,reference_only,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,rewrite implementation using concept only,medium,P3,use as reference only,False,
client/src/components/dashboard/hooks/useDashboardData.ts,archive/legacy-codebase/20260529-1150/source/client/src/components/dashboard/hooks/useDashboardData.ts,0.467,reference_only,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,rewrite implementation using concept only,medium,P3,use as reference only,False,
client/src/components/layout/AIInsightPanel.tsx,archive/legacy-codebase/20260529-1150/source/client/src/components/layout/AIInsightPanel.tsx,0.467,reference_only,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,rewrite implementation using concept only,medium,P3,use as reference only,False,
client/src/components/layout/DocsLayout.tsx,archive/legacy-codebase/20260529-1150/source/client/src/components/layout/DocsLayout.tsx,0.467,reference_only,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,rewrite implementation using concept only,medium,P3,use as reference only,False,
client/src/components/layout/Layout.tsx,archive/legacy-codebase/20260529-1150/source/client/src/components/layout/Layout.tsx,0.467,reference_only,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,rewrite implementation using concept only,medium,P3,use as reference only,False,
client/src/legacy/dashboard/IntelligenceActivityFeed.tsx,archive/legacy-codebase/20260529-1150/source/client/src/legacy/dashboard/IntelligenceActivityFeed.tsx,0.467,reference_only,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,rewrite implementation using concept only,medium,P3,use as reference only,False,
client/src/legacy/dashboard/IntelligenceCivilizationMap.tsx,archive/legacy-codebase/20260529-1150/source/client/src/legacy/dashboard/IntelligenceCivilizationMap.tsx,0.467,reference_only,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,rewrite implementation using concept only,medium,P3,use as reference only,False,
client/src/legacy/dashboard/IntelligenceTimeline.tsx,archive/legacy-codebase/20260529-1150/source/client/src/legacy/dashboard/IntelligenceTimeline.tsx,0.467,reference_only,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,rewrite implementation using concept only,medium,P3,use as reference only,False,
client/src/legacy/dashboard/OverviewCards.tsx,archive/legacy-codebase/20260529-1150/source/client/src/legacy/dashboard/OverviewCards.tsx,0.467,reference_only,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,rewrite implementation using concept only,medium,P3,use as reference only,False,
client/src/state/store.ts,archive/legacy-codebase/20260529-1150/source/client/src/state/store.ts,0.467,reference_only,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,rewrite implementation using concept only,medium,P3,use as reference only,False,
server/data/council-governance-registry.ts,archive/legacy-codebase/20260529-1150/source/server/data/council-governance-registry.ts,0.467,reference_only,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,rewrite implementation using concept only,medium,P3,use as reference only,False,
server/middleware/auth.ts,archive/legacy-codebase/20260529-1150/source/server/middleware/auth.ts,0.467,reference_only,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,rewrite implementation using concept only,medium,P3,use as reference only,False,
server/services/council-fake-adapter-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/council-fake-adapter-service.ts,0.467,adapt_candidate,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,wrapper or interface adaptation required,medium,P3,adapt through wrapper or focused refactor,False,
server/services/council-governance-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/council-governance-service.ts,0.467,adapt_candidate,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,wrapper or interface adaptation required,medium,P3,adapt through wrapper or focused refactor,False,
server/services/escalation-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/escalation-service.ts,0.467,adapt_candidate,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,wrapper or interface adaptation required,medium,P3,adapt through wrapper or focused refactor,False,
server/services/founder-control-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/founder-control-service.ts,0.467,adapt_candidate,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,wrapper or interface adaptation required,medium,P3,adapt through wrapper or focused refactor,False,
server/services/governance-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/governance-service.ts,0.467,adapt_candidate,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,wrapper or interface adaptation required,medium,P3,adapt through wrapper or focused refactor,False,
server/services/industry-seed.ts,archive/legacy-codebase/20260529-1150/source/server/services/industry-seed.ts,0.467,adapt_candidate,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,wrapper or interface adaptation required,medium,P3,adapt through wrapper or focused refactor,False,
server/services/intelligence-graph-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/intelligence-graph-service.ts,0.467,adapt_candidate,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,wrapper or interface adaptation required,medium,P3,adapt through wrapper or focused refactor,False,
server/services/intelligence-roadmap-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/intelligence-roadmap-service.ts,0.467,adapt_candidate,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,wrapper or interface adaptation required,medium,P3,adapt through wrapper or focused refactor,False,
server/services/intelligence-stack-analytics.ts,archive/legacy-codebase/20260529-1150/source/server/services/intelligence-stack-analytics.ts,0.467,adapt_candidate,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,wrapper or interface adaptation required,medium,P3,adapt through wrapper or focused refactor,False,
server/services/panic-button-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/panic-button-service.ts,0.467,adapt_candidate,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,wrapper or interface adaptation required,medium,P3,adapt through wrapper or focused refactor,False,
server/services/phase-transition-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/phase-transition-service.ts,0.467,adapt_candidate,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,wrapper or interface adaptation required,medium,P3,adapt through wrapper or focused refactor,False,
server/services/privacy-gateway-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/privacy-gateway-service.ts,0.467,adapt_candidate,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,wrapper or interface adaptation required,medium,P3,adapt through wrapper or focused refactor,False,
server/services/reality-alignment-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/reality-alignment-service.ts,0.467,adapt_candidate,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,wrapper or interface adaptation required,medium,P3,adapt through wrapper or focused refactor,False,
server/services/super-loop-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/super-loop-service.ts,0.467,adapt_candidate,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,wrapper or interface adaptation required,medium,P3,adapt through wrapper or focused refactor,False,
server/services/unified-evolution-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/unified-evolution-service.ts,0.467,adapt_candidate,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,wrapper or interface adaptation required,medium,P3,adapt through wrapper or focused refactor,False,
server/services/user-psychology-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/user-psychology-service.ts,0.467,adapt_candidate,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,wrapper or interface adaptation required,medium,P3,adapt through wrapper or focused refactor,False,
client/src/components/create/CreateModal.tsx,archive/legacy-codebase/20260529-1150/source/client/src/components/create/CreateModal.tsx,0.467,reference_only,reference_only,none,stage7_foundation,stage_7_foundation,,rewrite implementation using concept only,medium,P3,use as reference only,False,
client/src/components/feed/PostCard.tsx,archive/legacy-codebase/20260529-1150/source/client/src/components/feed/PostCard.tsx,0.467,reference_only,reference_only,none,stage7_foundation,stage_7_foundation,,rewrite implementation using concept only,medium,P3,use as reference only,False,
client/src/components/onboarding/OnboardingGate.tsx,archive/legacy-codebase/20260529-1150/source/client/src/components/onboarding/OnboardingGate.tsx,0.467,reference_only,reference_only,none,stage7_foundation,stage_7_foundation,,rewrite implementation using concept only,medium,P3,use as reference only,False,
client/src/hooks/use-ai-job.ts,archive/legacy-codebase/20260529-1150/source/client/src/hooks/use-ai-job.ts,0.467,reference_only,reference_only,none,stage7_foundation,stage_7_foundation,,rewrite implementation using concept only,medium,P3,use as reference only,False,
client/src/lib/queryClient.ts,archive/legacy-codebase/20260529-1150/source/client/src/lib/queryClient.ts,0.467,reference_only,reference_only,none,stage7_foundation,stage_7_foundation,,rewrite implementation using concept only,medium,P3,use as reference only,False,
server/routes/shorts.ts,archive/legacy-codebase/20260529-1150/source/server/routes/shorts.ts,0.453,adapt_candidate,reference_only,P2,admin_governance,admin_governance,,wrapper or interface adaptation required,medium_high,P2,adapt through wrapper or focused refactor,False,
server/services/broll/adapters/mapbox.ts,archive/legacy-codebase/20260529-1150/source/server/services/broll/adapters/mapbox.ts,0.453,adapt_candidate,reference_only,P2,admin_governance,admin_governance,,wrapper or interface adaptation required,medium_high,P2,adapt through wrapper or focused refactor,False,
server/replit_integrations/chat/routes.ts,archive/legacy-codebase/20260529-1150/source/server/replit_integrations/chat/routes.ts,0.453,adapt_candidate,reference_only,P2,cross_cutting,cross_cutting_signal_culture,,wrapper or interface adaptation required,low,P3,adapt through wrapper or focused refactor,False,
server/index.ts,archive/legacy-codebase/20260529-1150/source/server/index.ts,0.453,reference_only,reference_only,P2,stage5_micro_pyramid,stage_5_micro_pyramid,risk_safety,rewrite implementation using concept only,medium,P3,use as reference only,False,
server/middleware/csrf.ts,archive/legacy-codebase/20260529-1150/source/server/middleware/csrf.ts,0.453,reference_only,reference_only,P2,stage5_micro_pyramid,stage_5_micro_pyramid,risk_safety,rewrite implementation using concept only,medium,P3,use as reference only,False,
server/replit_integrations/audio/client.ts,archive/legacy-codebase/20260529-1150/source/server/replit_integrations/audio/client.ts,0.453,reference_only,reference_only,P2,stage5_micro_pyramid,stage_5_micro_pyramid,risk_safety,rewrite implementation using concept only,medium,P3,use as reference only,False,
server/replit_integrations/image/client.ts,archive/legacy-codebase/20260529-1150/source/server/replit_integrations/image/client.ts,0.453,reference_only,reference_only,P2,stage5_micro_pyramid,stage_5_micro_pyramid,risk_safety,rewrite implementation using concept only,medium,P3,use as reference only,False,
server/services/ai-content-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/ai-content-service.ts,0.453,reference_only,reference_only,P2,stage5_micro_pyramid,stage_5_micro_pyramid,risk_safety,rewrite implementation using concept only,medium,P3,use as reference only,False,
server/services/autonomous-operations-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/autonomous-operations-service.ts,0.453,adapt_candidate,reference_only,P2,stage5_micro_pyramid,stage_5_micro_pyramid,risk_safety,wrapper or interface adaptation required,medium,P3,adapt through wrapper or focused refactor,False,
server/services/bondscore-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/bondscore-service.ts,0.453,adapt_candidate,reference_only,P2,stage5_micro_pyramid,stage_5_micro_pyramid,risk_safety,wrapper or interface adaptation required,medium,P3,adapt through wrapper or focused refactor,False,
server/services/content-flywheel-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/content-flywheel-service.ts,0.453,adapt_candidate,reference_only,P2,stage5_micro_pyramid,stage_5_micro_pyramid,risk_safety,wrapper or interface adaptation required,medium,P3,adapt through wrapper or focused refactor,False,
server/services/discussion-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/discussion-service.ts,0.453,adapt_candidate,reference_only,P2,stage5_micro_pyramid,stage_5_micro_pyramid,risk_safety,wrapper or interface adaptation required,medium,P3,adapt through wrapper or focused refactor,False,
server/services/email-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/email-service.ts,0.453,adapt_candidate,reference_only,P2,stage5_micro_pyramid,stage_5_micro_pyramid,risk_safety,wrapper or interface adaptation required,medium,P3,adapt through wrapper or focused refactor,False,
server/services/growth-brain-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/growth-brain-service.ts,0.453,reference_only,reference_only,P2,stage5_micro_pyramid,stage_5_micro_pyramid,risk_safety,rewrite implementation using concept only,medium,P3,use as reference only,False,
server/services/marketing-engine-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/marketing-engine-service.ts,0.453,adapt_candidate,reference_only,P2,stage5_micro_pyramid,stage_5_micro_pyramid,risk_safety,wrapper or interface adaptation required,medium,P3,adapt through wrapper or focused refactor,False,
server/services/project-pipeline-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/project-pipeline-service.ts,0.453,reference_only,reference_only,P2,stage5_micro_pyramid,stage_5_micro_pyramid,risk_safety,rewrite implementation using concept only,medium,P3,use as reference only,False,
server/services/project-validation-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/project-validation-service.ts,0.453,adapt_candidate,reference_only,P2,stage5_micro_pyramid,stage_5_micro_pyramid,risk_safety,wrapper or interface adaptation required,medium,P3,adapt through wrapper or focused refactor,False,
server/services/silent-seo-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/silent-seo-service.ts,0.453,adapt_candidate,reference_only,P2,stage5_micro_pyramid,stage_5_micro_pyramid,risk_safety,wrapper or interface adaptation required,medium,P3,adapt through wrapper or focused refactor,False,
server/services/support-ticket-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/support-ticket-service.ts,0.453,adapt_candidate,reference_only,P2,stage5_micro_pyramid,stage_5_micro_pyramid,risk_safety,wrapper or interface adaptation required,medium,P3,adapt through wrapper or focused refactor,False,
server/services/zero-support-learning-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/zero-support-learning-service.ts,0.453,adapt_candidate,reference_only,P2,stage5_micro_pyramid,stage_5_micro_pyramid,risk_safety,wrapper or interface adaptation required,medium,P3,adapt through wrapper or focused refactor,False,
server/services/newsroom-data-package-service.ts,archive/legacy-codebase/20260529-1150/source/server/services/newsroom-data-package-service.ts,0.443,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
server/services/newsroom/newsroomDataPackageBuilder.ts,archive/legacy-codebase/20260529-1150/source/server/services/newsroom/newsroomDataPackageBuilder.ts,0.443,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
shared/newsroom-schema.ts,archive/legacy-codebase/20260529-1150/source/shared/newsroom-schema.ts,0.443,adapt_candidate,reference_only,none,admin_governance,admin_governance,,wrapper or interface adaptation required,medium_high,P2,adapt through wrapper or focused refactor,False,
shared/newsroom-types.ts,archive/legacy-codebase/20260529-1150/source/shared/newsroom-types.ts,0.443,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
server/routes/broadcast-briefs.ts,archive/legacy-codebase/20260529-1150/source/server/routes/broadcast-briefs.ts,0.443,reference_only,reference_only,none,cross_cutting,cross_cutting_signal_culture,,rewrite implementation using concept only,low,P3,use as reference only,False,
client/src/components/gluon/GluonPublic.tsx,archive/legacy-codebase/20260529-1150/source/client/src/components/gluon/GluonPublic.tsx,0.443,reference_only,reference_only,none,stage5_micro_pyramid,stage_5_micro_pyramid,marketplace_product,rewrite implementation using concept only,medium,P3,use as reference only,False,
client/src/pages/admin/LiveDebateStudio.tsx,archive/legacy-codebase/20260529-1150/source/client/src/pages/admin/LiveDebateStudio.tsx,0.442,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
tests/broadcast-preview-auto-revert.test.ts,archive/legacy-codebase/20260529-1150/source/tests/broadcast-preview-auto-revert.test.ts,0.442,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
tests/broadcast-schedule-coverage.test.ts,archive/legacy-codebase/20260529-1150/source/tests/broadcast-schedule-coverage.test.ts,0.442,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
tests/broadcast-schedule-diagnostics.test.ts,archive/legacy-codebase/20260529-1150/source/tests/broadcast-schedule-diagnostics.test.ts,0.442,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
tests/broadcast-schedule-fallback-view.test.ts,archive/legacy-codebase/20260529-1150/source/tests/broadcast-schedule-fallback-view.test.ts,0.442,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
tests/broadcast-schedule-rotation.test.ts,archive/legacy-codebase/20260529-1150/source/tests/broadcast-schedule-rotation.test.ts,0.442,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
tests/broadcast-schedule-suggest-fix-edit.test.ts,archive/legacy-codebase/20260529-1150/source/tests/broadcast-schedule-suggest-fix-edit.test.ts,0.442,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
tests/broadcast-schedule-suggest-fix.test.ts,archive/legacy-codebase/20260529-1150/source/tests/broadcast-schedule-suggest-fix.test.ts,0.442,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
tests/omni-channel-audience-rate-threshold.test.ts,archive/legacy-codebase/20260529-1150/source/tests/omni-channel-audience-rate-threshold.test.ts,0.442,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
tests/preview-studio.test.ts,archive/legacy-codebase/20260529-1150/source/tests/preview-studio.test.ts,0.442,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
tests/r10-r3f-3d-4d-safety-invariants.test.ts,archive/legacy-codebase/20260529-1150/source/tests/r10-r3f-3d-4d-safety-invariants.test.ts,0.442,reference_only,reference_only,none,admin_governance,admin_governance,,rewrite implementation using concept only,medium_high,P2,use as reference only,False,
tests/admin-reserved-subroutes.test.ts,archive/legacy-codebase/20260529-1150/source/tests/admin-reserved-subroutes.test.ts,0.442,adapt_candidate,reference_only,none,cross_cutting,cross_cutting_signal_culture,,wrapper or interface adaptation required,low,P3,adapt through wrapper or focused refactor,False,
tests/audience-legacy-token-kill-switch-audit.test.ts,archive/legacy-codebase/20260529-1150/source/tests/audience-legacy-token-kill-switch-audit.test.ts,0.442,adapt_candidate,reference_only,none,cross_cutting,cross_cutting_signal_culture,,wrapper or interface adaptation required,low,P3,adapt through wrapper or focused refactor,False,
tests/audience-restore-log-daily-activity-route.test.ts,archive/legacy-codebase/20260529-1150/source/tests/audience-restore-log-daily-activity-route.test.ts,0.442,adapt_candidate,reference_only,none,cross_cutting,cross_cutting_signal_culture,,wrapper or interface adaptation required,low,P3,adapt through wrapper or focused refactor,False,
